PaperCut Print Logger - http://www.papercut.com/
Time,User,Pages,Copies,Printer,Document Name,Client,Paper Size,Language,Height,Width,Duplex,Grayscale,Size
2016-04-25 08:44:46,balyuk-nn,1,1,103_38_HP_2727,"Дополнительное соглашение с ИЦЭУ от 17 03 2015.pdf",BALYUK-NN,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,1102kb,
2016-04-25 08:44:59,balyuk-nn,2,1,103_38_HP_2727,"Дополнительное соглашение от 11 04 2014 ИЦЭУ.pdf",BALYUK-NN,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,191kb,
2016-04-25 08:54:45,lapin-mv,1,1,102_38_HP_CLJ_5525,"Visio-2016 ПС 500 кВ Барабинская.vsd",LAPIN-MV1,A3,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,486kb,
2016-04-25 08:59:50,lapin-mv,1,1,102_38_HP_CLJ_5525,"Visio-2016 ПС 500 кВ Восход.vsd",LAPIN-MV1,A3,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,542kb,
2016-04-25 09:00:14,lapin-mv,1,1,102_38_HP_CLJ_5525,"Visio-2016 ПС 500 кВ Заря.vsd",LAPIN-MV1,A3,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,604kb,
2016-04-25 09:00:40,lapin-mv,1,1,102_38_HP_CLJ_5525,"Visio-2016 ПС 500 кВ Иртышская.vsd",LAPIN-MV1,A3,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,570kb,
2016-04-25 09:23:15,lapin-mv,1,1,102_38_HP_CLJ_5525,"Visio-2016_ПС_750_кВ_Металлургическая.vsd",LAPIN-MV1,A3,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,446kb,
2016-04-25 09:23:26,balyuk-nn,2,1,103_38_HP_2727,"Microsoft Outlook - Заметка",BALYUK-NN,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,124kb,
2016-04-25 09:25:43,dolgopolov-ol,1,1,102_38_HP_CLJ_5525,"Microsoft Word - СМЕНА-3",TRENAZHER1,A4,PCL6,,,DUPLEX,NOT GRAYSCALE,29kb,
2016-04-25 09:27:37,dolgopolov-ol,1,1,102_38_HP_CLJ_5525,"Microsoft Word - СМЕНА-3",TRENAZHER1,A4,PCL6,,,DUPLEX,NOT GRAYSCALE,29kb,
2016-04-25 09:32:28,zharkov-sv,4,1,102_38_HP_CLJ_5525,"Microsoft Word - Технический анализ аварии произошедшей 05.11.2015 (вторая версия 02.02.2016)",ZHARKOV-SV1,A4,PCL6,,,DUPLEX,NOT GRAYSCALE,1562kb,
2016-04-25 09:39:03,baramygina,3,1,102_38_HP_CLJ_5525,"Microsoft Word - Разрешенные и действующие заявки 26042016",BARAMYGINA-VI,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,250kb,
2016-04-25 09:49:16,balyuk-nn,1,1,103_38_HP_2727,"""Медицинское страхование гражда",BALYUK-NN,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,73kb,
2016-04-25 10:17:34,zharkov-sv,5,1,102_38_HP_CLJ_5525,"Приложение_№3._Параметры_оборудования_электростанций.xlsx",ZHARKOV-SV1,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,286kb,
2016-04-25 10:18:21,rozanov,1,1,102_38_HP_CLJ_5525,"Microsoft Outlook - Заметка",ROZANOV-ME,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,137kb,
2016-04-25 10:35:13,kovyazin-da,2,1,102_38_HP_CLJ_5525,"Microsoft Word - Справочные_материалы_по_устройствам_передачи_аварийных_сигналов_и_команд",INFORMATOR-REZ,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,269kb,
2016-04-25 10:57:02,rozanov,1,1,102_38_HP_CLJ_5525,"13 x 18 см (2)",ROZANOV-ME,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,1530kb,
2016-04-25 10:57:31,rozanov,1,1,102_38_HP_CLJ_5525,"13 x 18 см (2)",ROZANOV-ME,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,1499kb,
2016-04-25 10:57:45,rozanov,1,1,102_38_HP_CLJ_5525,"13 x 18 см (2)",ROZANOV-ME,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,1406kb,
2016-04-25 10:58:03,rozanov,1,1,102_38_HP_CLJ_5525,"13 x 18 см (2)",ROZANOV-ME,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,1397kb,
2016-04-25 11:03:02,anokhin-iv,1,1,102_38_HP_CLJ_5525,"Microsoft Word - Стандарт 03_04_2016 - к выпуску(12851729_вр - 204_04_04_2016)",ANOKHIN-IV,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,49kb,
2016-04-25 11:20:56,baramygina,1,3,102_38_HP_CLJ_5525,"Эндоскопия 24.04.2016.pdf",BARAMYGINA-VI,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,1146kb,
2016-04-25 11:22:17,lapin-mv,1,1,102_38_HP_CLJ_5525,"Microsoft Word - 750 Владимирская+500 Куйбышевская+Звезда+Костромская АЭС(12713409_Н11-I-2-19-3760_31_03_2016)",LAPIN-MV1,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,145kb,
2016-04-25 11:27:24,balyuk-nn,4,1,103_38_HP_2727,"Определение Верховного Суда РФ ",BALYUK-NN,A4,PCL6,,,DUPLEX,GRAYSCALE,146kb,
2016-04-25 11:46:21,rozanov,1,1,102_38_HP_CLJ_5525,"Microsoft Word - Документ1",ROZANOV-ME,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,53kb,
2016-04-25 12:10:03,smirnova-ei,4,1,103_38_HP_2727,"Microsoft Word - Постановление Правительства РФ от 27",SMIRNOVA-EI,A4,PCL6,,,DUPLEX,GRAYSCALE,161kb,
2016-04-25 12:16:55,smirnova-ei,2,1,103_38_HP_2727,"Microsoft Word - Документ1 (002)",SMIRNOVA-EI,A4,PCL6,,,DUPLEX,GRAYSCALE,117kb,
2016-04-25 13:07:36,lukash,1,5,102_38_HP_CLJ_5525,"Microsoft Word - заявление",BARAMYGIN-AN1,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,36kb,
2016-04-25 13:07:56,lukash,2,1,102_38_HP_CLJ_5525,"Microsoft Word - первая помощь",BARAMYGIN-AN1,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,182kb,
2016-04-25 13:14:42,lukash,2,1,102_38_HP_CLJ_5525,"Microsoft Word - первая помощь",BARAMYGIN-AN1,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,190kb,
2016-04-25 13:25:49,balyuk-nn,5,1,103_38_HP_2727,"Microsoft Word - Инвестиционная программа 2014-2016",BALYUK-NN,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,357kb,
2016-04-25 13:30:00,samoilov,1,1,102_38_HP_CLJ_5525,"Microsoft Word - О командировании в КНР(12866798_вр - 4923_25_04_2016)",SAMOILOV-AK2,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,114kb,
2016-04-25 13:30:49,samoilov,1,1,102_38_HP_CLJ_5525,"Microsoft Word - report",SAMOILOV-AK2,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,81kb,
2016-04-25 13:31:12,samoilov,1,1,102_38_HP_CLJ_5525,"Microsoft Word - report",SAMOILOV-AK2,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,71kb,
2016-04-25 13:34:47,balyuk-nn,9,1,103_38_HP_2727,"Программа энергосбережения 2014-2016.pdf",BALYUK-NN,A4,PCL6,,,DUPLEX,GRAYSCALE,7418kb,
2016-04-25 14:30:22,lapin-mv,16,1,102_38_HP_CLJ_5525,"Стандарт(12867907_103_25_04_2016).pdf",LAPIN-MV1,A4,PCL6,,,DUPLEX,NOT GRAYSCALE,20776kb,
2016-04-25 14:38:22,balyuk-nn,2,1,103_38_HP_2727,"Статистика Каустик.xls",BALYUK-NN,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,83kb,
2016-04-25 14:42:44,lapin-mv,16,1,102_38_HP_CLJ_5525,"Стандарт(12867907_103_25_04_2016).pdf",LAPIN-MV1,A4,PCL6,,,DUPLEX,NOT GRAYSCALE,20776kb,
2016-04-25 14:43:43,balyuk-nn,5,1,103_38_HP_2727,"Microsoft Word - Инвестиционная программа 2014-2016",BALYUK-NN,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,357kb,
2016-04-25 14:52:33,Datsko-KA,14,1,101_38_HP_CLJ_5225,"Microsoft PowerPoint - к встрече 1 04 2016",DATSKO-KA,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,7258kb,
2016-04-25 14:53:44,dolgopolov-ol,31,1,102_38_HP_CLJ_5525,"Положение_о_взаимоотношениях_РРДУ_и_ДЭС.pdf",TRENAZHER1,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,19330kb,
2016-04-25 14:55:54,panarina,2,1,103_38_HP_2727,"Microsoft Word - Справка_передача дел_Панарина ЕА",PANARINA-EA1,A4,PCL6,,,DUPLEX,GRAYSCALE,90kb,
2016-04-25 15:07:48,smirnova-ei,1,1,103_38_HP_2727,"Microsoft Word - МЭ_Текслер_механизмы импортозамещения в ТЭК_25 04 2016",SMIRNOVA-EI,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,203kb,
2016-04-25 15:07:56,panarina,2,1,103_38_HP_2727,"Microsoft Word - Справка_передача дел_Панарина ЕА",PANARINA-EA1,A4,PCL6,,,DUPLEX,GRAYSCALE,90kb,
2016-04-25 15:13:56,kovyazin-da,1,1,102_38_HP_CLJ_5525,"about:blank",INFORMATOR-REZ,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,55kb,
2016-04-25 15:45:44,panarina,2,1,103_38_HP_2727,"Microsoft Word - договор по предоплате",PANARINA-EA1,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,116kb,
2016-04-25 15:52:17,panarina,1,1,103_38_HP_2727,"Microsoft Outlook - Заметка",PANARINA-EA1,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,188kb,
2016-04-25 16:06:58,anokhin-iv,11,1,102_38_HP_CLJ_5525,"Microsoft Word - Соглашение СО ФСК МРСК для работ на ЛЭП под наведенным напряжением 29.08",ANOKHIN-IV,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,641kb,
2016-04-25 16:13:47,panarina,8,1,103_38_HP_2727,"Microsoft Word - Договор_Панарина Е.А._тренинг_2016",PANARINA-EA1,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,226kb,
2016-04-25 16:24:35,smirnova-ei,2,1,103_38_HP_2727,"Microsoft Word - МЭ_Текслер_механизмы импортозамещения в ТЭК_25 04 2016_нов",SMIRNOVA-EI,A4,PCL6,,,DUPLEX,GRAYSCALE,210kb,
2016-04-25 16:26:22,anokhin-iv,11,1,102_38_HP_CLJ_5525,"Microsoft Word - Соглашение СО ФСК МРСК для работ на ЛЭП под наведенным напряжением 29.08",ANOKHIN-IV,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,569kb,
2016-04-25 16:40:48,samoilov,1,3,102_38_HP_CLJ_5525,"Договоры АП в мае 2016 года(12858884_вх-8720_22_04_2016).PDF",SAMOILOV-AK2,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,121kb,
2016-04-25 16:41:58,smirnova-ei,2,1,103_38_HP_2727,"Microsoft Word - МЭ_Текслер_механизмы импортозамещения в ТЭК_25 04 2016_нов",SMIRNOVA-EI,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,210kb,
2016-04-25 16:56:18,balyuk-nn,4,1,103_38_HP_2727,"Microsoft Word - 4. Еженедельный план работы Отдела_25.04.2016-29.04.2016",BALYUK-NN,A4,PCL6,,,DUPLEX,GRAYSCALE,143kb,
2016-04-25 17:07:59,smirnova-ei,2,1,103_38_HP_2727,"Microsoft Word - МЭ_Текслер_механизмы импортозамещения в ТЭК_25 04 2016_нов",SMIRNOVA-EI,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,209kb,
2016-04-25 17:09:54,smirnova-ei,1,1,103_38_HP_2727,"Предложения в РГ (от 22 04 2016 № ВК-4347 09).pdf",SMIRNOVA-EI,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,503kb,
2016-04-25 17:41:34,kovyazin-da,3,1,102_38_HP_CLJ_5525,"about:blank",INFORMATOR-REZ,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,74kb,
2016-04-25 17:59:50,rozanov,1,2,102_38_HP_CLJ_5525,"Microsoft Word - привило.docx",ROZANOV-ME,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,116kb,
2016-04-25 22:50:11,dolgopolov-ol,1,1,102_38_HP_CLJ_5525,"IdealStone.jpg",DISP-CR1,A3,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,525kb,
2016-04-25 22:50:38,dolgopolov-ol,1,1,102_38_HP_CLJ_5525,"Фасад.jpg",DISP-CR1,A3,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,422kb,
2016-04-25 22:51:18,dolgopolov-ol,1,1,102_38_HP_CLJ_5525,"102.jpg",DISP-CR1,A3,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,1412kb,
2016-04-25 22:51:33,dolgopolov-ol,1,1,102_38_HP_CLJ_5525,"101.jpg",DISP-CR1,A3,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,1374kb,
2016-04-25 23:34:07,shtanenkov,6,1,102_38_HP_CLJ_5525,"Microsoft Word - Папки к селектору",INFORMATOR-REZ,A3,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,114kb,
2016-04-26 00:09:23,shtanenkov,1,5,102_38_HP_CLJ_5525,"RMAES.xls",INFORMATOR-REZ,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,670kb,
2016-04-26 00:09:26,shtanenkov,1,3,102_38_HP_CLJ_5525,"RMAES.xls",INFORMATOR-REZ,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,1114kb,
2016-04-26 00:09:28,shtanenkov,1,5,102_38_HP_CLJ_5525,"RMAES.xls",INFORMATOR-REZ,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,1184kb,
2016-04-26 05:12:43,shtanenkov,1,5,102_38_HP_CLJ_5525,"g1.xls",INFORMATOR-REZ,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,78kb,
2016-04-26 05:13:27,shtanenkov,9,5,102_38_HP_CLJ_5525,"obm_svod.pdf",INFORMATOR-REZ,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,3631kb,
2016-04-26 06:07:56,shtanenkov,10,4,102_38_HP_CLJ_5525,"Backup_Editform1iss.xls",INFORMATOR-REZ,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,303kb,
2016-04-26 06:08:33,shtanenkov,24,2,102_38_HP_CLJ_5525,"form1A.xls",INFORMATOR-REZ,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,369kb,
2016-04-26 06:11:09,shtanenkov,5,6,102_38_HP_CLJ_5525,"Tehnar.pdf",INFORMATOR-REZ,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,2953kb,
2016-04-26 06:12:35,shtanenkov,1,5,102_38_HP_CLJ_5525,"Режим работы ЕЭС за 25 04 16.xls",INFORMATOR-REZ,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,118kb,
2016-04-26 06:12:37,shtanenkov,2,5,102_38_HP_CLJ_5525,"form4iss.xls",INFORMATOR-REZ,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,86kb,
2016-04-26 06:12:40,shtanenkov,3,1,102_38_HP_CLJ_5525,"Line260416.xls",INFORMATOR-REZ,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,76kb,
2016-04-26 06:12:42,shtanenkov,1,1,102_38_HP_CLJ_5525,"Oborudovanie260416.xls",INFORMATOR-REZ,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,70kb,
2016-04-26 08:41:27,samoilov,31,1,102_38_HP_CLJ_5525,"Microsoft Word - Стандарт(12867907_103_25_04_2016)",SAMOILOV-AK2,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,616kb,
2016-04-26 08:43:00,samoilov,16,1,102_38_HP_CLJ_5525,"Microsoft Word - Стандарт(12867907_103_25_04_2016)",SAMOILOV-AK2,A4,PCL6,,,DUPLEX,NOT GRAYSCALE,807kb,
2016-04-26 08:45:35,balyuk-nn,3,1,103_38_HP_2727,"Microsoft Word - Обеспечение исполнения обязательств",BALYUK-NN,A4,PCL6,,,DUPLEX,GRAYSCALE,109kb,
2016-04-26 08:46:32,rozanov,9,1,102_38_HP_CLJ_5525,"Приказ от 20_04_2016 № 87(12872983_4626_26_04_2016).PDF",ROZANOV-ME,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,4002kb,
2016-04-26 08:47:22,rozanov,9,1,102_38_HP_CLJ_5525,"49 от 13_04_2016(7076843_49_13_04_2016).pdf",ROZANOV-ME,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,5187kb,
2016-04-26 08:51:15,lapin-mv,1,1,102_38_HP_CLJ_5525,"ПС 330 кВ Шиша.pdf",LAPIN-MV1,A3,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,1380kb,
2016-04-26 08:51:43,lapin-mv,1,1,102_38_HP_CLJ_5525,"ПС 330 кВ Клайпеда.pdf",LAPIN-MV1,A3,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,2440kb,
2016-04-26 08:52:17,lapin-mv,1,1,102_38_HP_CLJ_5525,"ПС 330 кВ Битенай.pdf",LAPIN-MV1,A3,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,1475kb,
2016-04-26 08:58:46,lapin-mv,1,1,102_38_HP_CLJ_5525,"Microsoft Word - Зарубежье Нормальные схемы_содержание для журнала",LAPIN-MV1,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,154kb,
2016-04-26 09:19:55,baramygina,3,1,102_38_HP_CLJ_5525,"Microsoft Word - Разрешенные и действующие заявки 27042016",BARAMYGINA-VI,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,253kb,
2016-04-26 09:27:56,yudin-ns,2,1,103_38_HP_2727,"Microsoft Word - Платежная дисциплина",YUDIN-NS,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,74kb,
2016-04-26 09:28:06,yudin-ns,6,1,103_38_HP_2727,"Microsoft Word - ПП 1172",YUDIN-NS,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,94kb,
2016-04-26 09:28:16,yudin-ns,7,1,103_38_HP_2727,"Microsoft Word - ДОП",YUDIN-NS,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,138kb,
2016-04-26 09:28:25,yudin-ns,8,1,103_38_HP_2727,"Microsoft Word - Регламент № 16",YUDIN-NS,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,127kb,
2016-04-26 09:28:33,yudin-ns,5,1,103_38_HP_2727,"Microsoft Word - ПП 910",YUDIN-NS,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,130kb,
2016-04-26 09:59:51,baramygina,3,1,102_38_HP_CLJ_5525,"Microsoft Word - Разрешенные и действующие заявки 27042016",BARAMYGINA-VI,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,251kb,
2016-04-26 10:14:37,lapin-mv,1,1,102_38_HP_CLJ_5525,"Visio-Фотографии диспетчеров.vsd",LAPIN-MV1,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,9kb,
2016-04-26 10:19:18,batov,1,1,102_38_HP_CLJ_5525,"Во всю страницу",DISP-CR1,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,993kb,
2016-04-26 10:24:14,zhavoronkov,119,1,102_38_HP_CLJ_5525,"Cборник за 2 полуг_2015(12842756_вх-8464_20_04_2016).PDF",ZHAVORONKOV-VS,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,100745kb,
2016-04-26 10:25:50,balyuk-nn,13,1,103_38_HP_2727,"Договор (Канал им. Москвы) и Свидетельство.pdf",BALYUK-NN,A4,PCL6,,,DUPLEX,GRAYSCALE,51386kb,
2016-04-26 10:31:32,samoilov,26,1,102_38_HP_CLJ_5525,"русский язык.PDF",SAMOILOV-AK2,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,8524kb,
2016-04-26 10:31:47,samoilov,11,1,102_38_HP_CLJ_5525,"ответы.PDF",SAMOILOV-AK2,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,3973kb,
2016-04-26 10:34:04,zaharova,1,1,102_38_HP_CLJ_5525,"Cборник за 2 полуг_2015(12842756_вх-8464_20_04_2016).PDF",ZAHAROVA-TV,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,601kb,
2016-04-26 10:38:32,balyuk-nn,6,1,103_38_HP_2727,"Договор (Канал им. Москвы) и Свидетельство.pdf",BALYUK-NN,A4,PCL6,,,DUPLEX,GRAYSCALE,2489kb,
2016-04-26 10:41:02,balyuk-nn,1,1,103_38_HP_2727,"Договор (Канал им. Москвы) и Свидетельство.pdf",BALYUK-NN,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,384kb,
2016-04-26 10:43:46,zhavoronkov,16,1,102_38_HP_CLJ_5525,"Microsoft Word - Стандарт",ZHAVORONKOV-VS,A4,PCL6,,,DUPLEX,NOT GRAYSCALE,807kb,
2016-04-26 10:58:03,baramygina,1,1,102_38_HP_CLJ_5525,"Microsoft Word - Разрешенные и действующие заявки 27042016",BARAMYGINA-VI,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,118kb,
2016-04-26 11:07:38,yudin-ns,13,1,103_38_HP_2727,"Microsoft Word - AD_17_01032016_19022016",YUDIN-NS,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,338kb,
2016-04-26 11:09:30,balyuk-nn,1,1,103_38_HP_2727,"МЭС Центра увеличит мощность подстанции... почти вдвое – с 250 до 450 МВАНовости",BALYUK-NN,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,441kb,
2016-04-26 11:12:28,rozanov,9,1,102_38_HP_CLJ_5525,"Приложение 1 (приказ ОДУ Востока от 21_04_2016 № 63)(12873079_вх-8909_26_04_2016).PDF",ROZANOV-ME,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,2460kb,
2016-04-26 11:12:56,rozanov,9,1,102_38_HP_CLJ_5525,"Приказ Филиала ОАО _СО ЕЭС_ ОДУ Средней Волги № 57 от 15_04_2016(12873880_вх-8918_26_04_2016).PDF",ROZANOV-ME,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,15060kb,
2016-04-26 11:13:47,balyuk-nn,13,1,103_38_HP_2727,"Microsoft Word - БП ПС Тушино",BALYUK-NN,A4,PCL6,,,DUPLEX,GRAYSCALE,704kb,
2016-04-26 11:18:09,baramygina,12,3,102_38_HP_CLJ_5525,"Разъединители.xlsx",BARAMYGINA-VI,A3,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,326kb,
2016-04-26 11:44:28,rozanov,9,1,102_38_HP_CLJ_5525,"102(5353734_102_25_04_2016).pdf",ROZANOV-ME,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,17891kb,
2016-04-26 12:11:05,rozanov,8,1,102_38_HP_CLJ_5525,"Приказ ОДУ №85(6392803_85_21_04_2016).PDF",ROZANOV-ME,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,5862kb,
2016-04-26 13:12:21,balyuk-nn,3,1,103_38_HP_2727,"Microsoft Word - Обеспечение исполнения обязательств",BALYUK-NN,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,94kb,
2016-04-26 13:12:37,balyuk-nn,1,1,103_38_HP_2727,"Microsoft Outlook - Заметка",BALYUK-NN,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,98kb,
2016-04-26 13:19:29,smirnova-ei,3,1,103_38_HP_2727,"Microsoft Word - МЭ_Текслер_механизмы импортозамещения в ТЭК_26 04 2016_нов",SMIRNOVA-EI,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,174kb,
2016-04-26 13:27:19,lapin-mv,16,1,102_38_HP_CLJ_5525,"Стандарт(12867907_103_25_04_2016).pdf",LAPIN-MV1,A4,PCL6,,,DUPLEX,NOT GRAYSCALE,20776kb,
2016-04-26 13:29:48,yudin-ns,3,1,103_38_HP_2727,"Microsoft Word - Приказ_ГОСТ НСТУ_12.04.2016",YUDIN-NS,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,69kb,
2016-04-26 13:34:08,lukash,1,5,102_38_HP_CLJ_5525,"RMAES.xls",INFORMATOR-DOP,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,670kb,
2016-04-26 13:34:11,lukash,1,3,102_38_HP_CLJ_5525,"RMAES.xls",INFORMATOR-DOP,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,1114kb,
2016-04-26 13:34:14,lukash,1,5,102_38_HP_CLJ_5525,"RMAES.xls",INFORMATOR-DOP,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,1184kb,
2016-04-26 13:34:30,smirnova-ei,3,1,103_38_HP_2727,"Microsoft Word - МЭ_Текслер_механизмы импортозамещения в ТЭК_26 04 2016_нов",SMIRNOVA-EI,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,173kb,
2016-04-26 13:35:42,lukash,1,1,102_38_HP_CLJ_5525,"1.xlsx",INFORMATOR-DOP,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,384kb,
2016-04-26 13:38:28,klimov-sa,18,1,102_38_HP_CLJ_5525,"Microsoft Word - 15.04.2016",TRENAZHER3,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,467kb,
2016-04-26 14:22:25,lukash,1,1,102_38_HP_CLJ_5525,"RMAES.xls",INFORMATOR-DOP,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,670kb,
2016-04-26 14:22:42,lukash,1,1,102_38_HP_CLJ_5525,"RMAES.xls",INFORMATOR-DOP,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,670kb,
2016-04-26 14:24:00,lukash,2,1,102_38_HP_CLJ_5525,"1.xlsx",INFORMATOR-DOP,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,698kb,
2016-04-26 15:13:34,balyuk-nn,30,1,103_38_HP_2727,"Приказ Минпромэнерго РФ от 01.0",BALYUK-NN,A4,PCL6,,,DUPLEX,GRAYSCALE,478kb,
2016-04-26 15:26:15,balyuk-nn,3,1,103_38_HP_2727,"Microsoft Word - Документ1 (002)",BALYUK-NN,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,114kb,
2016-04-26 15:36:48,zharkov-sv,3,1,102_38_HP_CLJ_5525,"Microsoft Word - № 179 от 17_06_2015",ZHARKOV-SV1,A4,PCL6,,,NOT DUPLEX,NOT GRAYSCALE,85kb,
2016-04-26 15:53:33,yudin-ns,3,1,103_38_HP_2727,"Microsoft Word - Приказ_ГОСТ НСТУ_26 04 2016",YUDIN-NS,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,76kb,
2016-04-26 16:01:58,balyuk-nn,2,1,103_38_HP_2727,"ИП_2012-2014 гг.XLS",BALYUK-NN,A4,PCL6,,,DUPLEX,GRAYSCALE,4555kb,
2016-04-26 16:07:22,balyuk-nn,1,1,103_38_HP_2727,"Схема ТЭЦ-3 - Каустик.pdf",BALYUK-NN,A4,PCL6,,,NOT DUPLEX,GRAYSCALE,5276kb,
